MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,TIME_OF_DAY,HOUR_OF_DAY,ILLUMINATION,WEATHER,ROAD_CONDITION,COLLISION_TYPE,RELATION_TO_ROAD,PERSON_COUNT,VEHICLE_COUNT,AUTOMOBILE_COUNT,MOTORCYCLE_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MIN_INJ_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,UNBELTED_OCC_COUNT,PED_DEATH_COUNT,PED_MAJ_INJ_COUNT,COMM_VEH_COUNT,MAX_SEVERITY_LEVEL,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,lat,long,DEC_LAT,DEC_LONG
2301,2,5,1130,11,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 25:46.506,80 03:12.509,40.4296,-80.0535
2441,2,3,1725,17,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 33:51.411,80 12:32.719,40.5643,-80.2091
2301,3,6,2300,23,3,1,0,1,6,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:04.828,80 01:18.513,40.468,-80.0218
2301,3,7,1708,17,1,1,0,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:14.031,79 58:16.325,40.4539,-79.9712
2304,5,6,1924,19,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 21:09.631,79 50:55.040,40.3528,-79.8477
2301,5,5,1336,13,1,1,0,4,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40 24:25.512,80 02:03.059,40.4071,-80.0342
2301,5,4,1445,14,1,1,0,7,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 26:37.849,79 55:13.858,40.4438,-79.9205
2402,1,2,911,9,1,4,5,1,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 29:51.576,80 04:05.548,40.4977,-80.0682
2301,1,6,1830,18,3,2,1,4,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 26:13.189,79 57:09.007,40.437,-79.9525
2301,1,6,2140,21,3,2,1,4,1,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 26:16.882,79 54:47.102,40.438,-79.9131
2212,2,7,1343,13,1,1,0,1,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 40:02.423,80 05:46.925,40.6673,-80.0964
2219,4,7,1529,15,1,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 18:14.960,79 59:46.600,40.3042,-79.9963
2301,4,6,1451,14,1,1,0,1,1,4,2,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,40 23:26.817,79 56:00.060,40.3908,-79.9334
2481,5,6,1712,17,1,1,0,1,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 34:41.590,80 05:42.110,40.5782,-80.095
2117,1,4,1455,14,1,8,5,1,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 23:11.539,80 05:19.486,40.3865,-80.0887
2416,2,7,1349,13,1,1,0,1,1,3,3,2,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 21:52.474,80 01:27.465,40.3646,-80.0243
2301,3,3,130,1,3,1,0,1,6,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:29.620,79 54:20.810,40.4582,-79.9058
2301,4,3,545,5,1,4,6,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 23:33.651,79 56:02.412,40.3927,-79.934
2304,4,1,318,3,3,1,0,7,2,5,1,1,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,40 21:10.905,79 50:38.285,40.353,-79.844
2301,6,4,1157,11,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 25:10.916,79 55:41.728,40.4197,-79.9283
2301,2,2,1800,18,3,2,5,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:03.500,80 02:04.500,40.401,-80.0346
2108,3,7,1750,17,4,1,0,4,1,4,3,2,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,40 35:38.030,79 59:48.778,40.5939,-79.9969
2416,3,5,1452,14,1,1,0,1,1,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 21:22.539,80 01:41.961,40.3563,-80.0283
2301,3,7,225,2,3,1,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 25:20.048,80 00:28.382,40.4222,-80.0079
2113,4,7,351,3,3,1,1,7,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,40 27:53.595,79 51:13.266,40.4649,-79.8537
2464,1,7,529,5,3,2,5,4,4,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 36:45.402,79 45:31.253,40.6126,-79.7587
2301,1,3,1528,15,1,4,6,6,1,5,2,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,9,0,0,0,0,0,0,1,0,40 29:44.800,80 00:20.700,40.4958,-80.0058
2301,3,6,2215,22,3,1,0,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 25:12.267,80 01:59.581,40.4201,-80.0332
2214,3,3,825,8,1,2,1,1,1,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,1,1,0,0,40 26:13.431,80 11:29.416,40.4371,-80.1915
2123,3,4,1337,13,1,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,40 20:42.220,80 04:25.050,40.3451,-80.0736
2219,3,2,1900,19,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 19:51.762,79 59:12.849,40.331,-79.9869
2301,5,2,1640,16,1,1,0,4,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 25:29.128,79 58:24.290,40.4248,-79.9734
2301,2,7,1045,10,1,1,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 27:13.424,79 59:36.006,40.4537,-79.9933
2301,4,3,640,6,1,8,6,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:11.337,79 58:31.618,40.4369,-79.9731
2430,5,5,107,1,3,1,0,6,1,5,3,3,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,40 29:52.591,79 56:46.838,40.4979,-79.9463
2301,6,4,1600,16,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 26:52.047,79 56:14.240,40.4478,-79.9373
2212,3,4,508,5,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 40:02.070,80 06:10.690,40.6672,-80.103
2301,3,1,202,2,3,1,0,4,4,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:58.960,79 57:23.180,40.433,-79.9564
2414,2,5,1425,14,1,1,0,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 21:17.275,80 05:59.134,40.3548,-80.0998
2301,5,5,1656,16,1,1,0,1,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:47.923,79 57:28.097,40.43,-79.9577
2301,1,7,2147,21,3,1,0,1,6,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 24:41.670,80 01:25.366,40.4116,-80.0237
2115,1,6,222,2,3,1,0,7,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 27:07.390,80 08:01.906,40.4521,-80.1339
2215,2,6,2138,21,2,4,1,2,1,3,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 33:04.596,80 05:45.774,40.5513,-80.096
2407,4,1,1046,10,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,40 20:41.990,80 01:38.541,40.345,-80.0274
2440,5,1,1037,10,1,1,0,1,1,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 17:26.370,79 54:48.014,40.2907,-79.9133
2304,6,6,1823,18,1,1,0,5,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,40 20:59.746,79 50:58.398,40.3499,-79.8496
2214,1,4,25,0,3,1,0,7,5,3,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,0,1,0,0,40 23:26.170,80 11:56.495,40.3906,-80.199
2213,2,5,1704,17,1,1,0,1,1,5,2,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,40 27:40.111,80 10:07.121,40.4611,-80.1686
2119,2,3,11,0,2,2,6,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40 20:14.625,80 08:16.236,40.3374,-80.1378
2407,3,2,1142,11,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 20:27.000,80 01:21.820,40.3408,-80.0227
2109,4,4,1833,18,1,1,0,4,1,4,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,2,0,0,40 21:19.503,80 03:00.732,40.3554,-80.0502
2112,4,1,1933,19,1,1,0,1,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:44.775,79 54:35.588,40.4958,-79.9099
2301,1,2,1904,19,3,1,0,1,1,2,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:36.704,80 01:50.764,40.4269,-80.0308
2113,6,5,2249,22,3,1,0,3,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 27:52.153,79 53:09.866,40.4645,-79.8861
2301,1,3,841,8,1,1,5,1,1,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 25:49.732,79 59:53.918,40.4305,-79.9983
2473,1,3,1910,19,3,1,0,7,3,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,40 21:13.483,79 54:55.573,40.3537,-79.9154
2301,2,4,2000,20,3,1,0,8,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:47.673,80 05:01.590,40.4466,-80.0838
2444,2,2,1230,12,1,1,0,6,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:53.450,80 04:11.490,40.4648,-80.0699
2301,3,3,810,8,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:30.679,79 58:30.154,40.4585,-79.975
2301,1,2,1826,18,6,1,0,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 27:03.703,80 02:13.589,40.451,-80.0371
2301,1,5,1237,12,1,1,6,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 29:30.680,80 00:34.314,40.4913,-80.0094
2466,1,3,1045,10,1,1,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 26:52.415,79 42:50.600,40.4479,-79.7141
2463,2,6,841,8,1,1,0,4,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,40 25:17.900,79 53:03.900,40.4216,-79.8844
2445,2,5,733,7,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:44.060,79 58:09.490,40.4789,-79.9693
2301,2,3,1003,10,1,4,5,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40 25:01.749,79 56:15.503,40.4172,-79.9376
2454,2,5,1320,13,1,1,0,8,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,40 19:52.199,79 56:44.003,40.3312,-79.9456
2216,4,3,1923,19,1,1,0,7,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,40 37:35.399,80 02:25.158,40.6265,-80.0403
2405,4,3,530,5,3,4,5,7,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 30:11.594,80 04:47.386,40.5031,-80.0798
2212,4,4,1203,12,1,1,0,1,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 39:21.284,80 05:16.313,40.6559,-80.0879
2213,1,3,1224,12,1,4,3,1,1,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40 30:57.509,80 13:11.177,40.516,-80.2198
2301,2,6,2315,23,3,4,6,8,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,40 25:55.645,80 00:14.378,40.4322,-80.0039
2119,4,4,1739,17,1,1,0,4,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 19:56.060,80 07:46.563,40.3322,-80.1296
2301,4,5,2349,23,3,1,0,7,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:07.960,79 55:49.300,40.4689,-79.9304
2301,5,1,229,2,3,2,1,2,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,40 27:26.178,79 56:15.059,40.4573,-79.9375
2301,1,3,230,2,3,1,0,7,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,40 27:59.702,80 02:04.577,40.4666,-80.0346
2481,1,5,548,5,2,1,1,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 33:43.805,80 05:12.957,40.5622,-80.0869
2301,1,6,720,7,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:31.609,79 54:28.400,40.4588,-79.9079
2213,2,6,1000,10,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40 31:11.012,80 13:04.075,40.5197,-80.2178
2301,3,7,154,1,3,1,0,4,6,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,40 27:18.910,79 52:54.700,40.4553,-79.8819
2301,4,5,1740,17,1,1,0,5,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:20.752,79 55:10.470,40.4391,-79.9196
2203,5,7,1504,15,1,1,0,7,4,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 28:14.713,80 14:47.407,40.4708,-80.2465
2440,4,5,2048,20,3,1,0,1,1,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,1,0,0,0,0,1,0,0,40 17:40.563,79 55:05.127,40.2945,-79.9179
2301,5,7,250,2,3,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 26:13.247,79 58:19.793,40.437,-79.9722
2301,1,5,1500,15,1,1,0,4,1,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 26:14.740,79 58:46.297,40.4374,-79.9795
2203,2,5,910,9,1,1,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:19.335,80 20:11.224,40.4887,-80.3365
2111,2,1,951,9,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 23:40.810,79 46:26.398,40.3947,-79.774
2301,2,6,1652,16,1,1,0,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:57.821,80 00:05.422,40.4494,-80.0015
2103,4,6,2347,23,3,3,1,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 33:24.243,80 13:14.253,40.5567,-80.2206
2301,5,1,1125,11,1,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:58.591,79 59:48.119,40.4329,-79.9967
2301,6,6,1858,18,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,40 26:55.975,79 53:38.097,40.4489,-79.8939
2109,6,5,1949,19,4,1,0,3,1,4,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 22:12.558,80 04:34.268,40.3702,-80.0762
2440,1,5,2046,20,3,1,0,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 18:02.541,79 55:26.881,40.3007,-79.9241
2446,2,2,1935,19,3,4,6,0,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:40.119,79 46:03.615,40.4278,-79.7677
2203,3,5,1450,14,1,1,0,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 31:52.620,80 16:19.863,40.5313,-80.2722
2116,4,6,2214,22,3,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 32:05.114,80 02:09.465,40.5348,-80.036
2419,5,4,817,8,1,1,0,4,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,40 26:04.023,79 50:52.843,40.4345,-79.848
2112,1,5,740,7,1,1,0,1,1,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40 29:28.798,79 53:18.432,40.4913,-79.8885
2126,1,6,1551,15,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,40 28:34.399,80 06:02.725,40.4762,-80.1008
2473,1,4,2002,20,3,4,1,7,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,40 21:22.320,79 56:11.980,40.3562,-79.9367
2113,3,1,1612,16,1,1,0,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 28:00.469,79 52:23.811,40.4668,-79.8733
2301,3,5,1445,14,1,1,0,4,1,3,2,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,1,1,0,40 25:24.542,79 55:47.676,40.4235,-79.9299
2301,4,5,710,7,1,1,0,4,1,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 27:35.704,79 55:57.993,40.4599,-79.9328
2444,4,7,1940,19,1,1,0,8,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,40 27:59.803,80 04:22.605,40.4666,-80.0729
2435,5,4,655,6,1,1,0,1,1,4,4,2,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,40 24:55.972,80 03:36.406,40.4155,-80.0601
2116,1,4,1553,15,1,1,0,5,1,6,3,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,1,8,0,0,0,0,0,1,0,0,40 32:15.135,80 00:40.152,40.5375,-80.0112
2448,3,1,1610,16,1,1,0,7,5,2,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,40 23:44.646,79 54:13.165,40.3957,-79.9037
2108,5,2,1510,15,1,1,0,1,1,4,2,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,8,0,0,1,0,0,1,0,0,40 33:40.771,80 00:47.064,40.5613,-80.0131
2441,4,5,2316,23,3,1,0,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 34:10.898,80 12:50.796,40.5697,-80.2141
2213,6,2,1629,16,1,1,0,7,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 32:26.300,80 15:40.960,40.5406,-80.2614
2301,1,6,233,2,3,1,0,7,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,40 25:59.772,79 57:30.183,40.4333,-79.9584
2108,2,3,1137,11,1,4,1,7,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 34:56.336,80 00:11.383,40.5823,-80.0032
2448,2,7,2207,22,3,1,1,7,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 23:44.500,79 54:08.800,40.3957,-79.9024
2301,3,4,254,2,3,1,0,2,1,2,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,40 27:16.060,80 00:00.580,40.4545,-80.0002
2431,3,3,445,4,3,1,0,7,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:01.249,79 50:53.453,40.417,-79.8482
2113,4,7,112,1,3,3,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40 28:47.697,79 48:01.290,40.4799,-79.8004
2102,1,5,2229,22,3,1,0,4,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 22:22.946,80 05:57.324,40.373,-80.0993
2301,2,3,727,7,1,4,5,7,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 26:00.800,79 56:14.500,40.4336,-79.9374
2203,3,2,711,7,1,1,5,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 31:19.404,80 16:23.026,40.5221,-80.2731
2435,4,3,2154,21,3,1,0,5,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,1,0,0,40 25:05.803,80 02:44.187,40.4183,-80.0456
2446,5,6,1147,11,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,2,0,0,40 26:16.098,79 46:11.488,40.4378,-79.7699
2220,5,6,2250,22,3,1,0,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 38:11.320,79 53:06.311,40.6365,-79.8851
2116,5,3,1415,14,1,1,0,1,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,40 32:41.210,80 01:48.836,40.5448,-80.0302
2301,1,2,750,7,1,4,3,7,2,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,40 26:44.161,79 59:24.303,40.4456,-79.9901
2301,3,4,1940,19,4,1,0,1,1,3,2,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 27:24.964,79 59:55.797,40.4569,-79.9988
2301,4,5,1940,19,4,1,0,5,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:55.147,80 00:08.294,40.4487,-80.0023
2416,2,3,1844,18,2,4,5,7,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 21:52.505,80 01:00.698,40.3646,-80.0169
2209,5,4,2020,20,4,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 34:52.459,79 54:20.982,40.5812,-79.9058
2301,1,2,1524,15,1,1,0,7,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,40 24:40.377,79 56:42.874,40.4112,-79.9452
2203,1,7,739,7,1,4,3,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 28:33.756,80 15:06.723,40.476,-80.2519
2301,2,3,2016,20,3,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:16.630,79 58:53.122,40.438,-79.9814
2481,3,1,235,2,3,1,0,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 36:00.178,80 05:35.952,40.6,-80.0933
