MUNICIPALITY,CRASH_MONTH,DAY_OF_WEEK,TIME_OF_DAY,HOUR_OF_DAY,ILLUMINATION,WEATHER,ROAD_CONDITION,COLLISION_TYPE,RELATION_TO_ROAD,PERSON_COUNT,VEHICLE_COUNT,AUTOMOBILE_COUNT,MOTORCYCLE_COUNT,SMALL_TRUCK_COUNT,HEAVY_TRUCK_COUNT,SUV_COUNT,VAN_COUNT,BICYCLE_COUNT,FATAL_COUNT,INJURY_COUNT,MIN_INJ_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,UNBELTED_OCC_COUNT,PED_DEATH_COUNT,PED_MAJ_INJ_COUNT,COMM_VEH_COUNT,MAX_SEVERITY_LEVEL,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,lat,long,DEC_LAT,DEC_LONG
2123,1,6,1958,19,3,2,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40 18:55.513,80 06:05.713,40.3154,-80.1016
2118,2,3,9999,99,1,1,0,6,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,1,40 31:47.782,79 57:10.433,40.5299,-79.9529
2108,3,2,1018,10,1,1,0,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 35:15.094,80 02:43.861,40.5875,-80.0455
2111,4,3,1926,19,1,1,0,5,1,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,40 22:10.256,79 47:00.482,40.3695,-79.7835
2301,2,4,218,2,3,2,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:23.518,79 58:12.514,40.4565,-79.9701
2301,4,5,2330,23,6,1,0,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:37.545,80 00:51.199,40.4271,-80.0142
2108,5,2,1315,13,1,1,0,1,1,3,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,1,0,40 34:09.631,80 02:14.897,40.5693,-80.0374
2301,1,4,715,7,1,8,8,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 26:09.928,79 58:42.687,40.4361,-79.9785
2118,1,1,9999,99,3,4,3,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 31:20.782,79 56:51.367,40.5224,-79.9476
2403,2,1,1310,13,1,1,0,5,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 21:44.852,79 57:48.405,40.3625,-79.9634
2407,3,3,1914,19,4,1,0,1,1,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,40 19:31.666,80 03:00.905,40.3255,-80.0503
2301,2,3,531,5,3,1,0,7,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,40 26:57.074,80 00:12.715,40.4492,-80.0035
2402,3,5,1330,13,1,1,0,7,5,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 29:54.153,80 03:52.696,40.4984,-80.0646
2301,3,5,900,9,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 24:39.476,80 00:21.772,40.411,-80.0059
2116,4,1,1053,10,1,1,0,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40 31:18.751,80 02:53.531,40.5219,-80.0482
2301,4,2,1500,15,1,1,0,8,9,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 27:14.515,79 52:01.952,40.454,-79.8672
2301,5,4,1235,12,1,1,0,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:00.300,80 01:34.5  ,40.4497,-80.0251
2108,6,2,1931,19,1,2,1,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40 33:49.892,80 02:29.158,40.5639,-80.0414
2301,6,5,1244,12,1,1,0,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40 28:13.123,79 54:31.216,40.4703,-79.9085
2113,6,7,1622,16,1,1,0,7,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:56.350,79 52:35.018,40.4657,-79.8764
2303,1,6,2030,20,2,4,3,5,1,3,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,40 22:35.257,79 50:52.219,40.3765,-79.8478
2118,4,1,9999,99,3,4,1,2,4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:07.573,79 58:06.024,40.4854,-79.9683
2109,6,7,310,3,3,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 22:30.490,80 01:40.610,40.3751,-80.0279
2473,3,4,1311,13,1,1,0,1,7,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,40 20:54.133,79 56:41.310,40.3484,-79.9448
2108,3,5,2350,23,2,2,1,7,4,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 34:56.406,80 02:28.745,40.5823,-80.0413
2466,4,1,230,2,3,4,1,7,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 28:42.839,79 45:10.733,40.4786,-79.753
2301,4,5,1715,17,1,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 28:49.015,80 01:48.756,40.4803,-80.0302
2440,5,1,500,5,2,2,1,7,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,40 18:39.612,79 54:00.877,40.311,-79.9002
2402,1,2,824,8,1,4,3,7,2,3,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,40 29:55.838,80 04:01.099,40.4988,-80.067
2403,4,3,816,8,1,2,1,4,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 21:57.607,79 56:58.013,40.366,-79.9494
2407,1,6,1525,15,1,1,0,7,5,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 19:00.761,80 03:50.884,40.3169,-80.0641
2115,1,7,1417,14,1,1,1,7,4,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40 27:01.506,80 10:05.639,40.4504,-80.1682
2113,3,1,1405,14,1,1,1,1,1,4,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,40 26:42.418,79 49:41.459,40.4451,-79.8282
2123,4,2,1844,18,1,1,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 21:27.180,80 05:16.780,40.3576,-80.088
2301,4,2,1305,13,1,1,0,8,6,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 26:14.670,79 57:04.540,40.4374,-79.9513
2212,5,6,1637,16,1,1,0,4,1,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 36:58.129,80 05:34.444,40.6161,-80.0929
2448,5,7,728,7,1,2,1,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40 24:29.627,79 53:37.985,40.4082,-79.8939
2214,6,2,1518,15,1,1,0,4,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 25:58.753,80 11:28.577,40.433,-80.1913
2301,1,1,1615,16,4,1,0,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:12.140,79 59:12.400,40.42,-79.9868
2116,2,5,1510,15,1,4,1,5,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 31:50.078,80 00:35.126,40.5306,-80.0098
2203,3,2,835,8,1,1,5,7,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 29:19.007,80 16:07.819,40.4884,-80.2691
2426,4,1,6,0,3,1,1,1,1,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,40 25:45.956,79 52:35.079,40.4294,-79.8764
2440,4,3,1005,10,1,1,0,4,1,2,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,8,0,0,0,0,0,1,0,0,40 16:30.381,79 53:37.667,40.2764,-79.8911
2301,5,2,2110,21,3,1,0,5,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:38.922,79 59:36.758,40.4441,-79.9935
2115,1,3,1700,17,4,4,4,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 27:54.077,80 09:08.580,40.465,-80.1524
2301,2,4,1220,12,1,4,2,7,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 29:29.655,80 01:17.130,40.4916,-80.0214
2448,4,6,2335,23,3,4,1,8,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,40 23:40.502,79 53:43.537,40.3946,-79.8954
2301,4,7,320,3,3,1,0,7,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:22.453,79 58:42.175,40.4062,-79.9784
2118,1,5,9999,99,1,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,40 31:31.391,79 57:45.209,40.5254,-79.9626
2476,1,1,1615,16,1,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 22:30.505,79 59:38.515,40.3751,-79.994
2466,3,6,1912,19,2,1,0,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 31:33.300,79 46:53.210,40.5259,-79.7814
2301,1,3,1001,10,1,4,3,1,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 27:05.745,80 04:09.948,40.4516,-80.0694
2216,1,3,1248,12,1,1,3,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 38:44.360,80 01:47.830,40.6457,-80.03
2443,1,2,1800,18,2,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 17:53.060,79 51:55.785,40.2981,-79.8655
2213,1,1,1948,19,3,1,0,9,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 28:11.275,80 12:25.335,40.4698,-80.207
2446,6,7,1259,12,1,1,0,1,1,5,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,40 26:15.910,79 46:40.106,40.4378,-79.7778
2415,3,4,1720,17,1,1,0,4,1,4,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 24:36.379,80 04:50.416,40.4109,-80.08
2301,3,7,209,2,3,1,0,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:08.108,79 58:28.912,40.4523,-79.9747
2220,3,3,2215,22,2,1,0,7,5,5,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 37:02.325,79 49:53.330,40.6173,-79.8315
2432,4,6,1705,17,1,1,0,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40 29:32.717,79 53:44.983,40.4924,-79.8958
2301,1,4,1115,11,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 23:49.071,79 58:43.179,40.397,-79.9787
2301,1,2,1120,11,1,1,1,4,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40 26:25.602,79 57:37.155,40.4404,-79.9603
2108,3,7,1322,13,1,1,0,4,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 35:12.204,80 00:01.739,40.5867,-80.0005
2117,5,3,1528,15,1,1,0,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 23:10.646,80 05:02.804,40.3863,-80.0841
2301,5,3,830,8,1,1,0,1,1,3,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,40 25:56.200,79 59:20.600,40.4323,-79.9891
2403,1,2,2015,20,3,1,0,2,1,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 20:29.770,79 59:06.356,40.3416,-79.9851
2220,1,7,240,2,2,6,5,7,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 38:15.900,79 53:35.854,40.6378,-79.8933
2213,1,3,1609,16,1,1,0,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:27.494,80 10:30.336,40.4576,-80.1751
2301,1,7,850,8,1,1,0,1,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,40 23:40.322,80 01:43.219,40.3945,-80.0287
2301,1,7,655,6,5,1,6,4,4,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 29:16.460,80 00:49.900,40.4879,-80.0139
2301,1,2,636,6,3,1,1,1,1,4,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40 27:21.358,79 59:31.291,40.4559,-79.992
2116,2,4,721,7,5,1,0,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40 32:42.928,80 02:09.270,40.5453,-80.0359
2301,3,4,1600,16,1,1,0,5,1,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:18.517,79 56:40.606,40.4551,-79.9446
2109,1,4,700,7,1,1,0,5,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,40 23:19.281,80 02:33.223,40.3887,-80.0426
2109,6,6,1640,16,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 21:41.645,80 03:49.823,40.3617,-80.0641
2115,3,6,655,6,3,1,0,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:00.613,80 07:01.731,40.4502,-80.1171
2113,3,4,1725,17,1,1,0,6,1,3,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40 27:39.719,79 49:10.152,40.461,-79.8195
2301,2,2,1605,16,1,2,1,1,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,40 27:08.860,80 00:27.822,40.4525,-80.0077
2301,3,7,2203,22,3,1,0,4,1,13,2,0,0,0,0,1,1,0,0,2,0,2,0,10,0,0,1,8,0,0,1,0,0,1,0,0,40 26:51.655,80 00:27.633,40.4477,-80.0077
2301,5,6,145,1,3,1,0,7,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,40 27:56.891,79 54:19.184,40.4658,-79.9053
2119,6,5,1050,10,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,1,1,40 20:20.783,80 07:33.678,40.3391,-80.126
2301,1,7,500,5,3,2,6,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:32.342,79 53:37.103,40.4257,-79.8936
2446,3,2,1421,14,1,1,0,4,1,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 26:19.677,79 45:58.552,40.4388,-79.7663
2446,4,4,721,7,1,1,0,1,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:49.665,79 42:38.262,40.4305,-79.7106
2431,1,2,1558,15,1,1,0,4,1,4,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,40 25:56.549,79 51:53.473,40.4323,-79.8651
2413,3,3,615,6,5,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 22:18.822,79 58:54.967,40.3719,-79.9819
2476,3,2,1705,17,1,1,0,4,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40 21:53.197,79 59:57.990,40.3648,-79.9994
2301,4,4,1730,17,4,1,0,4,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 27:48.168,79 57:14.151,40.4634,-79.9539
2446,5,3,925,9,1,2,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 25:37.044,79 45:11.641,40.427,-79.7532
2301,1,3,1244,12,1,1,1,8,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 23:09.193,79 58:44.425,40.3859,-79.979
2301,1,5,1454,14,1,1,0,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:06.348,79 59:52.747,40.4351,-79.998
2304,2,1,2133,21,2,1,0,7,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,40 20:47.104,79 51:13.165,40.3464,-79.8537
2215,2,1,1002,10,1,1,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 32:39.022,80 04:53.623,40.5442,-80.0816
2301,3,6,1638,16,1,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40 23:42.446,79 59:12.472,40.3951,-79.9868
2301,4,6,2135,21,3,1,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:37.540,79 54:49.636,40.4604,-79.9138
2214,5,7,1415,14,1,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40 27:02.800,80 11:46.000,40.4508,-80.1961
2440,1,1,1235,12,1,4,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 19:04.190,79 57:44.530,40.3178,-79.9624
2407,1,6,2038,20,6,2,1,4,1,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,40 20:44.268,80 02:53.538,40.3456,-80.0482
2207,2,5,1608,16,1,1,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40 35:39.040,79 55:39.420,40.5942,-79.9276
2301,6,4,2020,20,1,1,0,7,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,40 25:19.635,79 59:12.004,40.4221,-79.9867
2301,1,6,2259,22,3,2,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40 27:35.094,79 57:23.755,40.4597,-79.9566
2301,1,3,2100,21,3,4,1,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 24:50.811,80 00:34.237,40.4141,-80.0095
2435,2,7,2049,20,1,1,0,5,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40 25:03.875,80 02:43.268,40.4177,-80.0454
2301,2,6,2240,22,3,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 24:22.661,80 01:18.080,40.4063,-80.0217
2476,1,7,2000,20,3,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 21:44.812,79 59:31.498,40.3624,-79.9921
2115,1,7,1630,16,1,1,0,7,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:42.415,80 06:23.099,40.4284,-80.1064
2116,1,2,641,6,3,2,1,4,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 30:12.241,80 01:30.426,40.5034,-80.0251
2474,3,7,820,8,1,1,0,7,5,5,1,0,0,0,0,0,1,0,0,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,40 30:38.124,80 01:27.883,40.5106,-80.0244
2118,5,1,1526,15,1,1,0,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40 32:57.175,79 58:18.546,40.5492,-79.9718
2301,1,2,630,6,1,3,5,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:50.868,79 55:57.018,40.4641,-79.9325
2402,2,7,7,0,3,4,3,1,6,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 30:14.115,80 04:30.590,40.5039,-80.0752
2301,2,1,440,4,3,4,6,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 25:03.885,79 58:52.446,40.4177,-79.9812
2213,2,5,1725,17,1,1,0,1,1,3,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,40 27:30.364,80 10:23.601,40.4584,-80.1732
2301,3,6,46,0,3,2,1,7,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,40 27:24.046,80 01:45.193,40.4566,-80.0292
2216,1,3,826,8,1,1,1,6,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 37:57.364,79 59:44.362,40.6326,-79.9957
2113,1,6,1806,18,3,4,3,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 27:47.900,79 51:53.700,40.4633,-79.8649
2301,1,3,1436,14,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:04.428,79 59:48.589,40.4348,-79.9975
2301,2,7,1430,14,1,1,0,4,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40 25:43.587,79 59:07.020,40.4288,-79.9853
2419,3,7,411,4,3,1,0,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 26:36.067,79 50:22.908,40.4434,-79.8397
2407,4,5,1536,15,1,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40 18:26.393,80 01:56.690,40.3073,-80.0324
2301,1,2,1135,11,1,1,0,7,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40 27:38.293,79 52:21.906,40.4606,-79.8728
2415,1,7,805,8,1,1,0,1,6,1,6,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 25:40.000,80 06:01.200,40.4278,-80.1003
2206,2,4,1329,13,1,1,0,4,1,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 33:43.547,79 48:01.011,40.5621,-79.8003
2213,2,6,1236,12,1,1,0,1,1,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40 31:55.764,80 11:19.563,40.5322,-80.1888
2301,3,6,1100,11,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40 26:39.126,80 01:41.424,40.4441,-80.0281
2102,4,7,1140,11,1,1,0,4,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40 22:05.294,80 06:12.361,40.3681,-80.1034
2213,5,2,1438,14,1,1,0,2,1,3,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40 30:30.293,80 12:12.583,40.5084,-80.2035
2301,2,6,1633,16,1,1,0,5,6,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,40 25:22.590,79 58:18.470,40.4229,-79.9718
2304,2,5,152,1,3,1,0,7,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,40 20:59.388,79 51:59.223,40.3498,-79.8665
2301,4,2,1535,15,1,1,0,7,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 27:31.409,79 57:28.396,40.4587,-79.9579
2481,1,4,1223,12,1,1,0,4,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40 36:56.450,80 05:39.065,40.6157,-80.0942
