DEC_LAT,DEC_LONG
40.438,-79.9131
40.3237,-79.7854
40.3679,-79.9296
40.5554,-80.0172
40.4371,-79.9986
40.4275,-79.9282
40.4594,-79.844
40.3617,-80.0699
40.497,-79.9211
40.3377,-79.9514
40.3366,-79.8074
40.4334,-80.0099
40.3962,-79.9981
40.3484,-80.0247
40.373,-79.9186
40.5692,-79.8563
40.3945,-80.0477
40.4383,-79.9961
40.5542,-80.0384
40.4278,-79.9698
40.4601,-80.1913
40.5506,-80.0193
40.6719,-80.1005
40.3618,-80.0109
40.353,-79.8469
40.4269,-80.291
40.5711,-80.0907
40.4157,-80.0601
40.4931,-80.0475
40.6727,-80.0948
40.4279,-79.9283
40.5013,-80.0999
40.5222,-79.9479
40.4494,-80.0031
40.362,-79.9323
40.5359,-79.8416
40.3543,-79.9775
40.4459,-79.8484
40.4552,-80.0201
40.3571,-80.0285
40.5251,-79.8389
40.2784,-79.9052
40.4028,-80.0891
40.438,-79.994
40.5379,-79.9721
40.3962,-79.9874
40.3566,-80.0531
40.3495,-79.9874
40.4519,-79.924
40.4108,-80.0104
40.4353,-80.0096
40.4128,-79.9226
40.4495,-80.003
40.3528,-80.1405
40.534,-80.0191
40.4626,-79.9265
40.3236,-79.8389
40.5971,-79.9303
40.3703,-80.1007
40.4626,-79.7057
40.4476,-79.8494
40.4815,-79.8856
40.5151,-80.0283
40.3584,-79.9786
40.4587,-79.9985
40.514,-80.0134
40.4523,-79.9822
40.5061,-79.813
40.4429,-79.773
40.436,-80.0561
40.4284,-79.9746
40.4356,-79.964
40.5089,-79.9461
40.4589,-79.9079
40.4578,-79.7275
40.413,-79.9452
40.4258,-80.0198
40.4357,-79.9944
40.33,-79.9881
40.2366,-79.8603
40.4723,-79.973
40.4302,-79.8827
40.6075,-79.7629
40.4383,-80.0058
40.4846,-79.8598
40.4063,-79.9126
40.6283,-79.9418
40.5439,-80.0293
40.3336,-80.0205
40.4227,-79.8631
40.3605,-79.9077
40.4279,-79.7054
40.3445,-79.8842
40.4576,-79.9892
40.5428,-80.2545
40.4589,-79.9285
40.347,-80.055
40.3475,-79.9865
40.4368,-80.0331
40.351,-79.9232
40.443,-80.0089
40.4719,-80.031
40.3388,-80.0659
40.4299,-79.8758
40.4923,-79.8814
40.4357,-79.7872
40.3402,-79.9673
40.4306,-79.9532
40.4614,-79.8918
40.4357,-79.9716
40.357,-80.0016
40.4268,-79.9778
40.4211,-80.0453
40.4737,-80.077
40.5252,-79.7823
40.5108,-80.2011
40.4479,-80.108
40.6022,-80.072
40.4975,-79.8829
40.3697,-79.8019
40.4428,-80.0304
40.4497,-80.0251
40.4258,-79.9105
40.4477,-79.9389
40.3772,-80.0325
40.4288,-79.9859
40.4725,-80.1669
40.4593,-79.9446
40.4414,-80.0039
40.368,-79.7797
40.4682,-79.9187
40.5558,-79.7811
40.3576,-80.0161
40.5535,-79.9585
40.4883,-79.8829
40.4552,-80.1363
40.4084,-80.0046
40.4695,-79.9584
40.4282,-79.9608
40.4364,-79.7574
40.4729,-79.8077
40.494,-79.9029
40.4655,-80.0664
40.4017,-80.0677
40.3597,-79.8834
40.4478,-80.0087
40.4575,-79.9175
40.3992,-80.025
40.5186,-80.1622
40.509,-79.7631
40.4917,-80.273
40.3318,-79.997
40.4168,-80.0298
40.6311,-79.9615
40.4692,-79.9088
40.4309,-80.0077
40.4541,-79.9968
40.4143,-79.9937
40.513,-80.1571
40.5434,-80.234
40.4471,-79.9473
40.4762,-79.9268
40.2121,-79.8414
40.4299,-79.7513
40.4705,-79.9085
40.5672,-79.7857
40.5674,-80.0088
40.3915,-79.9339
40.4261,-80.0414
40.403,-80.0011
40.3916,-79.7759
40.4658,-79.831
40.3516,-79.8566
40.4694,-79.9604
40.4418,-79.9609
40.3827,-80.0966
40.5919,-79.9987
40.4858,-80.0532
40.4623,-80.0302
40.3917,-80.0607
40.4968,-79.9398
40.427,-80.0051
40.5103,-80.0955
40.5532,-80.1444
40.5094,-80.0572
40.4957,-79.9764
40.5084,-80.2481
40.3801,-79.9353
40.3645,-80.0228
40.4613,-79.9877
40.4404,-79.9585
40.5601,-79.9649
40.3119,-79.8882
40.3425,-79.9646
40.3932,-79.8946
40.4297,-80.1453
40.5444,-80.0341
40.3676,-80.1044
40.5002,-80.2827
40.6538,-80.0935
40.4971,-79.9216
40.4356,-79.9679
40.5258,-80.0356
40.4594,-79.9303
40.4492,-79.9013
40.4145,-79.849
40.5218,-79.8521
40.3495,-79.9874
40.58,-79.779
40.3312,-79.9456
40.4364,-79.9765
40.305,-79.9555
40.4169,-80.0144
40.4222,-79.8544
40.4074,-79.9113
40.5169,-80.1627
40.4259,-79.9268
40.487,-79.9162
40.5822,-80.0629
40.4812,-80.0075
40.3422,-79.9808
40.4269,-80.0222
40.6155,-79.9339
40.4283,-79.9974
40.4196,-79.9272
40.4691,-79.9239
40.524,-79.8348
40.4458,-79.9489
40.4507,-80.0014
40.3336,-79.803
40.4299,-80.0287
40.6523,-79.9452
40.3377,-80.1335
40.3407,-80.0636
40.6192,-80.0554
40.4001,-79.9051
40.5351,-79.921
40.409,-79.9036
40.4534,-79.9271
40.436,-79.9695
40.3279,-80.0741
40.3081,-79.8885
40.4667,-79.8374
40.3584,-80.0078
40.4869,-80.0552
40.4892,-79.9536
40.442,-79.7918
40.5389,-79.9096
40.4714,-79.9215
40.4448,-80.0094
40.4764,-80.0657
40.4364,-79.964
40.3526,-79.8389
40.4774,-79.7419
40.4173,-80.0059
40.4151,-79.9246
40.3222,-79.8556
40.3621,-79.8307
40.5953,-79.7777
40.5083,-80.005
40.4441,-80.0281
40.3515,-79.8651
40.4407,-80.0612
40.4293,-79.9315
40.4636,-80.1006
40.3613,-79.8312
40.4598,-79.739
40.454,-79.8672
40.5484,-80.0184
40.4016,-79.779
40.4922,-79.8953
40.4536,-79.8248
40.3944,-79.7981
40.4389,-79.7626
40.5214,-80.0053
40.3958,-79.8306
40.6647,-80.0731
40.448,-80.0178
40.3953,-79.9974
40.4388,-79.9129
40.4109,-80.1072
40.4774,-79.7479
40.4004,-79.9054
40.4587,-79.9985
40.4431,-80.0579
40.2756,-79.838
40.275,-79.8928
40.4238,-80.1086
40.3652,-80.1085
40.3851,-80.0529
40.4254,-79.9906
40.4371,-79.9986
40.4575,-79.8881
40.3897,-79.9569
40.4043,-79.9759
40.4937,-79.7828
40.3399,-79.9069
40.6311,-79.9741
40.542,-80.013
40.42,-79.9869
40.4558,-80.0295
40.5721,-80.0235
40.4423,-79.9579
40.382,-80.058
40.3369,-80.0672
40.4174,-80.004
40.4294,-79.9323
40.4961,-79.94
40.6045,-80.0506
40.4564,-80.0144
40.3274,-80.039
40.3557,-80.1116
40.4609,-80.0733
40.4372,-80.017
40.4217,-79.9794
40.4489,-79.846
40.4419,-80.0088
40.4375,-79.7703
40.5306,-80.0098
40.3211,-79.9313
40.4361,-79.7852
40.3778,-80.2167
40.4875,-79.8829
40.669,-80.0329
40.4822,-79.7805
40.5995,-80.0933
40.4312,-80.0019
40.4393,-79.9954
40.4571,-80.1937
40.3509,-80.051
40.4695,-79.9623
40.4444,-80.0289
40.6001,-80.078
40.4567,-79.9915
40.438,-80.3104
40.4613,-79.9342
40.6192,-80.078
40.383,-79.8574
40.4073,-79.8902
40.549,-80.1965
40.428,-80.0537
40.4616,-80.0088
40.4786,-79.908
40.385,-79.8627
40.4405,-80.2385
40.5641,-80.2058
40.6159,-80.0553
40.4357,-79.9944
40.5556,-79.8115
40.4677,-79.9342
40.4751,-79.8655
40.4714,-79.9408
40.4402,-80.0354
40.4681,-79.8833
40.4279,-79.7942
40.4834,-80.0089
40.3872,-79.9326
40.4704,-79.8185
40.4581,-80.0149
40.4592,-79.9708
40.336,-79.8397
40.4219,-79.9894
40.411,-80.0059
40.457,-79.9552
40.2501,-79.8776
40.4851,-79.9463
40.4926,-79.7914
40.4414,-80.0039
40.427,-80.0053
40.4738,-79.8448
40.2886,-79.8125
40.4346,-80.0192
40.45,-79.9351
40.4325,-79.871
40.3793,-79.9364
40.3901,-79.8943
40.4385,-79.7469
40.4228,-79.9954
40.6018,-80.072
40.5492,-79.9718
40.4598,-79.9208
40.4152,-79.9914
40.4966,-80.0175
40.4513,-79.8438
40.3653,-80.1191
40.4315,-79.9976
40.3823,-80.044
40.6584,-80.0086
40.4367,-79.9637
40.3962,-79.9981
40.4465,-79.9966
40.4487,-80.0023
40.4579,-79.8985
40.4067,-79.8301
40.448,-80.0021
40.519,-79.8601
40.5173,-80.2208
40.2915,-80.0312
40.56,-79.9592
40.4557,-79.8792
40.5121,-79.9114
40.4179,-79.9233
40.4667,-79.7628
40.4881,-80.0566
40.564,-79.773
40.525,-79.8201
40.4889,-79.9541
40.2409,-79.8601
40.4727,-79.9614
40.3471,-80.0398
40.3429,-79.8438
40.4485,-79.8168
40.4894,-79.8365
40.4441,-80.0281
40.511,-79.7927
40.5131,-80.0562
40.6401,-79.7213
40.4274,-79.9522
40.4523,-79.844
40.4395,-79.7554
40.5515,-80.0198
40.4874,-79.9129
40.4567,-80.0001
40.4528,-79.8186
40.404,-79.8833
40.3339,-79.8126
40.4125,-79.9771
40.4465,-79.7769
40.4013,-80.0631
40.5453,-80.0307
40.4244,-79.8436
40.5809,-79.9494
40.3856,-79.9842
40.3627,-79.853
40.4981,-80.284
40.4528,-79.9924
40.6131,-79.9562
40.4009,-79.9892
40.3528,-79.8215
40.3466,-79.8548
40.4495,-79.9295
40.5113,-79.8547
40.3697,-79.7783
40.4138,-79.9227
40.4037,-79.9091
40.4047,-79.7622
40.4401,-80.2273
40.6389,-79.9943
40.5236,-80.1878
40.4323,-79.9183
40.484,-79.9374
40.4367,-79.8272
40.4508,-79.7136
40.6333,-80.0038
40.478,-80.1029
40.5388,-79.8298
40.4828,-79.9387
40.4969,-79.9376
40.4526,-79.9266
40.438,-79.9911
40.4776,-79.8427
40.4439,-80.0043
40.4751,-79.939
40.5962,-80.0779
40.6245,-80.0538
40.4156,-80.06
40.4698,-79.9637
40.6336,-79.9387
40.4604,-79.8921
40.5982,-80.0475
40.4382,-80.0313
40.4892,-79.9261
40.5374,-80.1861
40.3961,-79.9836
40.4285,-79.9368
40.4116,-80.0117
40.4715,-79.9598
40.4349,-79.7906
40.5339,-80.229
40.443,-80.0527
40.5765,-80.0258
40.3318,-79.8922
40.4541,-80.002
40.4446,-80.0009
40.5343,-79.9603
40.4489,-79.8166
40.4376,-79.9842
40.5098,-79.9917
40.5372,-79.9637
40.4442,-80.1471
40.444,-79.7818
40.3784,-79.9374
40.4586,-79.9575
40.3931,-79.9348
40.4092,-79.8994
40.3803,-80.0526
40.4215,-80.0526
40.449,-79.9519
40.4,-80.0239
40.4583,-80.0303
40.6554,-79.8914
40.4278,-79.9495
40.4255,-79.9086
40.5417,-80.0598
40.4274,-79.7214
40.4048,-79.9107
40.4637,-79.7055
40.6613,-80.0917
40.4412,-79.9592
40.2687,-79.8018
40.3256,-79.986
40.3784,-80.111
40.4698,-79.9087
40.5579,-79.9991
40.4903,-80.0093
40.4129,-80.0656
40.4437,-79.78
40.4508,-79.7136
40.4262,-79.8943
40.4292,-79.9214
40.3539,-79.8969
40.4295,-79.9258
40.4354,-79.9845
40.4071,-80.0342
40.5863,-79.7782
40.5369,-80.2015
40.409,-79.857
40.3194,-79.8985
40.4385,-79.7718
40.3858,-79.8224
40.4365,-80.0366
40.3892,-79.9854
40.31,-80.0332
40.4659,-79.9536
40.4381,-79.994
40.4412,-79.9592
40.5529,-80.106
40.4026,-80.0327
40.4378,-80.0558
40.449,-80.2096
40.4868,-80.0227
40.4284,-79.9324
40.4062,-79.8735
40.4825,-79.9395
40.4299,-80.0277
40.4374,-79.9795
40.4624,-80.0562
40.3908,-80.0741
40.5184,-80.2191
40.4571,-80.052
40.3859,-80.054
40.4202,-80.0464
40.4138,-79.9051
40.4293,-79.9992
40.4383,-79.8629
40.4532,-79.8833
40.4898,-79.9116
40.4354,-79.7853
40.6125,-79.9474
40.531,-80.19
40.4209,-80.0939
40.4815,-79.8764
40.4396,-80.0087
40.3453,-79.9596
40.4469,-80.0266
40.4479,-79.9055
40.3438,-80.0332
40.5265,-80.1591
40.4327,-80.0125
40.4658,-80
40.4438,-79.9939
40.4768,-80.0401
40.4312,-80.0019
40.4022,-80.0007
40.4258,-80.0198
40.4438,-80.0273
40.4386,-79.9851
40.4587,-79.9985
40.3435,-79.9702
40.3839,-79.9921
40.4412,-79.7671
40.4304,-80.0284
40.5057,-80.2073
40.4723,-79.973
40.4621,-80.1114
40.326,-79.8925
40.4508,-79.7136
40.2514,-79.878
40.4685,-79.9035
40.4712,-79.9086
40.6568,-80.0921
40.44,-80.1881
40.4575,-79.8299
40.3729,-79.7926
40.4729,-80.0379
40.4876,-79.8822
40.4593,-79.9445
40.415,-80.0113
40.4379,-80.0023
40.4376,-79.9827
40.3952,-80.0176
40.6085,-80.0526
40.3824,-79.828
40.4636,-79.8125
40.4485,-80.0628
40.4432,-79.9863
40.3785,-79.8046
40.43,-79.8833
40.4132,-80.0084
40.4084,-80.0178
40.6501,-80.094
40.4347,-79.9954
40.427,-79.863
40.4203,-80.0372
40.4522,-80.112
40.4741,-79.9315
40.6734,-80.0974
40.4029,-80.0604
40.5465,-80.2189
40.4283,-79.9719
40.5197,-80.2178
40.3938,-79.9832
40.5238,-80.0719
40.4035,-80.0581
40.5133,-80.0148
40.4237,-79.9975
40.4088,-79.9073
40.4296,-79.8758
40.4749,-80.035
40.3523,-79.9776
40.3961,-79.9971
40.383,-79.8574
40.5896,-80.0504
40.5475,-79.8276
40.4374,-79.9795
40.4853,-80.0095
40.668,-80.0279
40.5277,-80.2454
40.4289,-79.9325
40.4398,-79.8965
40.4492,-79.9013
40.4126,-80.079
40.4355,-79.9685
40.4813,-79.9371
40.4588,-80.0235
40.4895,-79.9283
40.3576,-79.8321
40.4539,-80.065
40.4806,-80.0256
40.3974,-80.0232
40.5534,-80.1104
40.4477,-80.1582
40.4111,-80.0809
40.385,-79.9947
40.6065,-79.8674
40.4909,-79.9713
40.51,-80.0865
40.4943,-80.034
40.4482,-79.9869
40.4432,-79.8967
40.5037,-79.9476
40.469,-80.0014
40.4587,-79.9985
40.5792,-79.9576
40.4915,-79.8659
40.4082,-79.9545
40.5341,-80.1932
40.3401,-79.9636
40.4057,-79.8807
40.4345,-80.0079
40.5476,-79.9355
40.5636,-79.7743
40.3579,-80.1108
40.4508,-79.7136
40.315,-79.8303
40.4292,-79.8383
40.4396,-80.0051
40.4003,-79.9027
40.4092,-79.9439
40.438,-80.0047
40.431,-79.7295
40.4684,-79.9538
40.544,-80.0295
40.5559,-80.1829
40.417,-79.9335
40.5716,-80.2022
40.3644,-79.8442
40.4123,-80.0105
40.4344,-79.9255
40.462,-79.9389
40.4406,-79.8311
40.4727,-80.0382
40.3651,-79.8235
40.4329,-79.9968
40.4863,-80.0097
40.4563,-80.0294
40.3755,-80.1021
40.43,-79.9887
40.4293,-79.9992
40.5081,-80.0895
40.3951,-80.0517
40.4115,-79.8771
40.4289,-79.9316
40.3598,-79.9036
40.4287,-79.9805
40.4478,-80.1784
40.4507,-80.1685
40.4823,-80.0352
40.3524,-79.8533
40.5445,-80.0355
40.3501,-79.8734
40.4319,-79.8985
40.4746,-80.2825
40.4002,-79.8793
40.3756,-79.8973
40.3489,-79.939
40.4576,-79.9892
40.4829,-80.0365
40.3447,-79.8543
40.514,-79.9054
40.3962,-79.9981
,
40.438,-79.9134
40.3919,-79.979
40.4441,-80.0281
40.3222,-79.926
40.3365,-79.9793
40.4224,-79.9985
40.3773,-80.0324
40.5517,-79.8779
40.5287,-80.0181
40.4101,-79.8439
40.3319,-79.8443
40.4209,-80.0316
40.4512,-80.2979
40.4694,-79.7956
40.4268,-79.9174
40.454,-79.9979
40.4823,-79.9522
40.4395,-79.8608
40.4127,-80.0258
40.4109,-80.08
40.469,-80.0014
40.3844,-79.9815
40.4512,-79.9305
40.4601,-80.299
40.4815,-79.8762
40.3497,-79.8622
40.2965,-80.0293
40.6122,-80.0952
40.4375,-79.9449
40.4294,-79.9313
40.4056,-79.8857
40.5099,-79.9563
40.4411,-79.945
40.3453,-79.8895
40.4166,-79.9369
40.4935,-79.9094
40.3995,-80.0002
40.3773,-79.8014
40.6081,-80.1769
40.5824,-79.7784
40.5527,-80.0131
40.3677,-80.104
40.4261,-79.895
40.3527,-79.8379
40.4752,-79.9577
40.4273,-79.7622
40.4421,-79.8008
40.4509,-79.757
40.3703,-79.9977
40.4366,-79.9555
40.4531,-79.9112
40.4833,-79.8375
40.4354,-79.7883
40.3524,-79.8414
40.427,-80.0307
40.2873,-80.0242
40.4423,-80.0089
40.4289,-79.8884
40.4548,-80.0221
40.464,-79.8828
40.6333,-79.9403
40.3936,-79.805
40.3393,-79.8525
40.3514,-79.8213
40.5319,-79.7114
40.3727,-80.1134
40.4879,-79.8976
40.2894,-79.9763
40.4496,-79.8992
40.4301,-79.8745
40.4259,-79.9117
40.4168,-80.0298
40.4619,-79.9376
40.4486,-80.0629
40.4275,-79.9534
40.4844,-80.0798
40.2866,-80.0197
40.348,-79.9495
40.4548,-79.8937
40.4311,-79.8729
40.2933,-79.8888
40.4941,-79.9633
40.5721,-80.0235
40.665,-80.1009
40.4863,-79.9137
40.3699,-79.9133
40.3012,-80.0305
40.2993,-80.0299
40.4381,-79.9944
40.4437,-80.0091
40.4652,-79.7298
40.436,-79.97
40.4481,-80.1625
40.3324,-79.8461
40.3388,-80.0659
40.4408,-80.0068
40.4046,-80.0835
40.455,-80.0556
40.4452,-79.9919
40.4829,-80.0365
40.3546,-79.9136
40.3381,-79.8068
40.4414,-79.9923
40.5097,-80.223
40.3281,-79.8853
40.4376,-80.0135
40.4346,-80.0193
40.3814,-80.0945
40.4911,-79.8881
40.4353,-79.9458
40.4608,-79.9159
40.4408,-79.8305
40.3462,-79.9737
40.4643,-79.9256
40.4775,-79.8685
40.3979,-80.0274
40.3793,-79.807
40.4683,-79.8102
40.5199,-79.9422
40.4461,-80.0306
40.4533,-79.9115
40.3603,-80.0008
40.3288,-80.0336
40.384,-79.8326
40.4349,-79.919
40.4838,-80.2633
40.331,-79.9869
40.4216,-79.9252
40.3403,-80.0329
40.4275,-79.7212
40.2071,-79.8885
40.4308,-79.7292
40.488,-79.9206
40.4006,-80.0433
40.3724,-80.0994
40.4216,-79.9795
40.5629,-79.774
40.3807,-79.8122
40.4081,-79.9418
40.3841,-79.9777
40.4488,-80.0201
40.5172,-80.1605
40.5057,-80.0307
40.5195,-79.9712
40.4502,-80.1401
40.3865,-79.8216
40.4611,-79.8714
40.669,-79.7317
40.3826,-79.8104
40.3122,-79.9382
40.3806,-79.9771
40.4015,-79.9063
40.3822,-79.9959
40.4416,-80.0329
40.4466,-79.8937
40.4254,-79.9089
40.4489,-79.9859
40.4951,-79.9394
40.4509,-80.2512
40.4958,-80.0669
40.4657,-79.8654
40.31,-79.8913
40.4013,-80.0005
40.3037,-79.9632
40.5611,-79.8547
40.4737,-79.8565
40.3775,-79.994
40.38,-79.9164
40.4411,-79.9594
40.4484,-79.9586
40.4492,-80.005
40.4534,-79.9807
40.6338,-79.9389
40.5941,-79.8945
40.4455,-79.9989
40.4257,-80.124
40.444,-79.9239
40.4248,-80.0306
40.3693,-80.0856
40.5819,-79.8667
40.4376,-79.9653
40.4652,-80.0357
40.363,-79.8793
40.5502,-80.0866
40.4903,-79.8849
40.3484,-79.987
40.4252,-79.8872
40.4518,-80.161
40.3601,-79.8299
40.4958,-80.067
40.4398,-79.9594
40.4424,-79.9949
40.398,-80.1903
40.4359,-79.9724
40.3428,-79.8918
40.436,-79.9229
40.3847,-79.8244
40.5049,-80.188
40.4883,-79.9221
40.4398,-79.9594
40.5814,-79.9563
40.4743,-79.9082
40.4633,-79.8241
40.4894,-79.7993
40.4728,-79.8898
40.4958,-80.067
40.6736,-79.9895
40.4941,-79.9432
40.4516,-79.9907
40.59,-79.7508
40.4293,-79.9992
40.386,-79.9792
40.427,-79.9806
40.4693,-79.7873
40.4467,-80.0183
40.3966,-79.9984
40.4814,-79.9537
40.4275,-79.9747
40.3897,-79.9333
40.4922,-79.7923
40.5851,-80.0342
40.5348,-80.075
40.4534,-79.9792
40.429,-80.0297
40.4206,-80.0376
40.4085,-80.05
40.4665,-79.9837
40.4785,-79.9675
40.4087,-80.0248
40.3383,-80.0515
40.4276,-79.7229
40.4779,-79.8688
40.4512,-80.1376
40.3375,-79.8088
40.5723,-80.0369
40.438,-79.9277
40.4296,-80.0535
40.5643,-80.2091
40.468,-80.0218
40.4539,-79.9712
40.3528,-79.8477
40.4071,-80.0342
40.4438,-79.9205
40.4977,-80.0682
40.437,-79.9525
40.438,-79.9131
40.6673,-80.0964
40.3042,-79.9963
40.3908,-79.9334
40.5782,-80.095
40.3865,-80.0887
40.3646,-80.0243
40.4582,-79.9058
40.3927,-79.934
40.353,-79.844
40.4197,-79.9283
40.401,-80.0346
40.5939,-79.9969
40.3563,-80.0283
40.4222,-80.0079
40.4649,-79.8537
40.6126,-79.7587
40.4958,-80.0058
40.4201,-80.0332
40.4371,-80.1915
40.3451,-80.0736
40.331,-79.9869
40.4248,-79.9734
40.4537,-79.9933
40.4369,-79.9731
40.4979,-79.9463
40.4478,-79.9373
40.6672,-80.103
40.433,-79.9564
40.3548,-80.0998
40.43,-79.9577
40.4116,-80.0237
40.4521,-80.1339
40.5513,-80.096
40.345,-80.0274
40.2907,-79.9133
40.3499,-79.8496
40.3906,-80.199
40.4611,-80.1686
40.3374,-80.1378
40.3408,-80.0227
40.3554,-80.0502
40.4958,-79.9099
40.4269,-80.0308
40.4645,-79.8861
40.4305,-79.9983
40.3537,-79.9154
40.4466,-80.0838
40.4648,-80.0699
40.4585,-79.975
40.451,-80.0371
40.4913,-80.0094
40.4479,-79.7141
40.4216,-79.8844
40.4789,-79.9693
40.4172,-79.9376
40.3312,-79.9456
40.6265,-80.0403
40.5031,-80.0798
40.6559,-80.0879
40.516,-80.2198
40.4322,-80.0039
40.3322,-80.1296
40.4689,-79.9304
40.4573,-79.9375
40.4666,-80.0346
40.5622,-80.0869
40.4588,-79.9079
40.5197,-80.2178
40.4553,-79.8819
40.4391,-79.9196
40.4708,-80.2465
40.2945,-79.9179
40.437,-79.9722
40.4374,-79.9795
40.4887,-80.3365
40.3947,-79.774
40.4494,-80.0015
40.5567,-80.2206
40.4329,-79.9967
40.4489,-79.8939
40.3702,-80.0762
40.3007,-79.9241
40.4278,-79.7677
40.5313,-80.2722
40.5348,-80.036
40.4345,-79.848
40.4913,-79.8885
40.4762,-80.1008
40.3562,-79.9367
40.4668,-79.8733
40.4235,-79.9299
40.4599,-79.9328
40.4666,-80.0729
40.4155,-80.0601
40.5375,-80.0112
40.3957,-79.9037
40.5613,-80.0131
40.5697,-80.2141
40.5406,-80.2614
40.4333,-79.9584
40.5823,-80.0032
40.3957,-79.9024
40.4545,-80.0002
40.417,-79.8482
40.4799,-79.8004
40.373,-80.0993
40.4336,-79.9374
40.5221,-80.2731
40.4183,-80.0456
40.4378,-79.7699
40.6365,-79.8851
40.5448,-80.0302
40.4456,-79.9901
40.4569,-79.9988
40.4487,-80.0023
40.3646,-80.0169
40.5812,-79.9058
40.4112,-79.9452
40.476,-80.2519
40.438,-79.9814
40.6,-80.0933
40.6701,-80.1078
40.3442,-79.8411
40.5344,-80.1799
40.4258,-79.9106
40.3697,-79.9128
40.5298,-79.9526
40.2801,-80.0014
40.4497,-80.0251
40.5148,-80.0042
40.5495,-79.8201
40.5354,-80.1854
40.4255,-79.9062
40.4187,-79.9863
40.4108,-79.9186
40.3575,-79.8648
40.3844,-79.9844
40.4416,-80.2407
40.6562,-79.9611
40.4587,-79.908
40.4295,-79.8785
40.5622,-80.2257
40.3051,-79.8953
40.4,-79.9026
40.3681,-80.0493
40.4556,-80.0298
40.5639,-80.2086
40.4073,-80.0336
40.4844,-79.908
40.6399,-80.0071
40.4608,-80.0492
40.4431,-80.0579
40.4503,-79.7578
40.4071,-79.9433
40.4439,-80.0276
40.4549,-79.9453
40.6525,-79.9362
40.4497,-80.0251
40.443,-79.9596
40.3653,-80.1082
40.5662,-80.038
40.3522,-80.0505
40.4658,-79.8638
40.5228,-79.9691
40.4204,-80.0383
40.6245,-80.0538
40.5656,-80.2304
40.4274,-79.9213
40.4561,-79.7566
40.41,-80.0826
40.3328,-79.8136
40.2808,-79.9072
40.4554,-79.9672
40.4284,-79.9185
40.4147,-79.8465
40.4625,-79.9538
40.43,-79.9887
40.5089,-80.1577
40.5558,-79.9582
40.5134,-80.004
40.3908,-80.0741
40.4027,-79.8976
40.4438,-79.9995
40.3526,-79.8396
40.5715,-79.8001
40.4665,-79.9553
40.5208,-79.8107
40.438,-79.9146
40.449,-79.9346
40.6349,-79.9396
40.616,-80.0932
40.4265,-79.7941
40.4577,-79.9988
40.4379,-79.9963
40.4117,-80.0763
40.4526,-79.9266
40.4789,-79.8711
40.3934,-79.9314
40.3501,-79.8642
40.452,-79.7065
40.5586,-79.9692
40.4592,-79.9275
40.4319,-80.0245
40.5001,-80.0234
40.438,-79.9161
40.5124,-80.1325
40.4805,-79.9651
40.5787,-79.9533
40.4117,-79.8017
40.4165,-80.0582
40.293,-80.0308
40.2862,-79.9981
40.3611,-79.9328
40.428,-79.9706
40.6278,-79.7982
40.454,-79.952
40.6317,-80.058
40.5004,-79.7863
40.4376,-80.0575
40.4637,-79.9305
40.4541,-79.9534
40.4581,-80.1914
40.3965,-79.9983
40.4555,-79.823
40.4816,-79.8292
40.3607,-79.9077
40.6679,-80.1023
40.374,-80.0991
40.4352,-79.762
40.4394,-79.8613
40.3876,-79.7991
40.494,-79.9029
40.5776,-79.954
40.4396,-79.8995
40.3712,-79.8149
40.4415,-79.9926
40.4112,-80.013
40.426,-79.913
40.4318,-80.0244
40.4935,-80.062
40.6603,-79.9339
40.4258,-79.9105
40.4275,-80.0545
40.3756,-79.7768
40.4044,-79.9894
40.3828,-79.996
,
40.5654,-79.8536
40.5655,-80.0784
40.4124,-79.8094
40.503,-80.2013
40.5254,-80.0695
40.4209,-80.0423
40.3617,-80.0108
40.4489,-79.8939
40.5578,-79.8045
40.501,-80.1144
40.4101,-79.7248
40.3654,-80.1082
40.4158,-80.0013
40.4278,-80.0749
40.2834,-79.8372
40.4352,-79.7526
40.3909,-79.9669
40.5506,-79.9069
40.4298,-80.0249
40.3353,-79.947
40.5001,-80.2203
40.3831,-79.8276
40.4324,-80.1402
40.4073,-79.939
40.3506,-80.1129
40.3417,-79.828
40.4686,-79.8602
40.4094,-80.0817
40.4288,-79.9333
40.4202,-79.9908
40.4564,-79.7296
40.3127,-79.8282
40.5225,-80.1793
40.4592,-79.9221
40.449,-79.9291
40.3542,-79.8366
40.4416,-79.9805
40.4647,-80.0092
40.5077,-80.0385
40.5265,-80.0056
40.4656,-79.9552
40.3431,-80.0244
40.5506,-80.0865
40.4036,-80.0404
40.4114,-80.0756
40.3748,-80.0726
40.3664,-80.014
,
40.3291,-79.8337
40.4462,-79.7646
40.4778,-79.736
40.3316,-80.0943
40.4383,-79.7601
40.363,-80.0467
40.4141,-80.0095
40.3593,-79.8478
40.4887,-80.0135
40.4575,-79.9895
40.3831,-79.8276
40.4782,-80.0425
40.4785,-79.753
40.4435,-80.0046
40.4705,-79.8876
40.4039,-79.8828
40.4315,-79.9586
40.452,-80.2418
40.3341,-79.8039
40.5271,-79.8393
40.4029,-80.016
40.4534,-80.0777
40.4643,-79.9333
40.3464,-80.0545
40.5131,-80.2223
40.446,-80.011
40.5902,-79.8063
40.468,-80.2363
40.4395,-80.0094
40.4321,-80.071
40.4522,-80.0688
40.4278,-80.0236
40.416,-80.0591
40.3914,-80.0388
40.4127,-79.9892
